No. NF;DATA EMISSAO;VALOR IPI;NOME ARQUIVO XML
NF 74728;2012-12-14;248.77;43121202808708002908550010000747281429322577-old.xml
NF 230273;2012-12-29;397.62;43121202808708003203550010002302731375404128-old.xml
NF 230273;2012-12-29;534.51;43121202808708003203550010002302731375404128-old.xml
NF 75242;2012-12-21;87.04;43121202808708002908550010000752421445133852-old.xml
NF 75242;2012-12-21;358.31;43121202808708002908550010000752421445133852-old.xml
NF 75242;2012-12-21;39.69;43121202808708002908550010000752421445133852-old.xml
NF 74985;2012-12-18;255.43;43121202808708002908550010000749851510409927-nfe.xml
NF 74985;2012-12-18;334.72;43121202808708002908550010000749851510409927-nfe.xml
NF 226587;2012-12-06;915.17;43121202808708003203550010002265871462113410-old.xml
NF 229292;2012-12-22;363.72;43121202808708003203550010002292921490174450-old.xml
NF 229292;2012-12-22;110.45;43121202808708003203550010002292921490174450-old.xml
NF 229292;2012-12-22;217.89;43121202808708003203550010002292921490174450-old.xml
NF 226800;2012-12-07;715.71;43121202808708003203550010002268001431290897-old.xml
NF 229264;2012-12-22;659.47;43121202808708003203550010002292641427188186-old.xml
NF 228737;2012-12-19;199.46;43121202808708003203550010002287371462395350-old.xml
NF 228737;2012-12-19;398.92;43121202808708003203550010002287371462395350-old.xml
NF 228737;2012-12-19;136.89;43121202808708003203550010002287371462395350-old.xml
NF 230666;2012-12-31;766.67;43121202808708003203550010002306661411135842-nfe.xml
NF 74014;2012-12-03;286.47;43121202808708002908550010000740141566413236-nfe.xml
NF 74014;2012-12-03;307.34;43121202808708002908550010000740141566413236-nfe.xml
NF 225887;2012-12-01;1455.88;43121202808708003203550010002258871455296221-nfe.xml
NF 225887;2012-12-01;301.18;43121202808708003203550010002258871455296221-nfe.xml
NF 227918;2012-12-14;653.14;43121202808708003203550010002279181414271582-old.xml
NF 227918;2012-12-14;217.66;43121202808708003203550010002279181414271582-old.xml
NF 229879;2012-12-27;142.73;43121202808708003203550010002298791563176475-old.xml
NF 229879;2012-12-27;364.79;43121202808708003203550010002298791563176475-old.xml
NF 229879;2012-12-27;423.97;43121202808708003203550010002298791563176475-old.xml
NF 228839;2012-12-20;915.17;43121202808708003203550010002288391420237306-nfe.xml
NF 229914;2012-12-27;276.13;43121202808708003203550010002299141475363134-nfe.xml
NF 229914;2012-12-27;590.56;43121202808708003203550010002299141475363134-nfe.xml
NF 229952;2012-12-27;324.61;43121202808708003203550010002299521599204756-nfe.xml
NF 229952;2012-12-27;640.86;43121202808708003203550010002299521599204756-nfe.xml
NF 229593;2012-12-24;858.75;43121202808708003203550010002295931533372040-nfe.xml
NF 227057;2012-12-09;926.91;43121202808708003203550010002270571464104972-old.xml
NF 229612;2012-12-24;945.17;43121202808708003203550010002296121445419629-old.xml
NF 226034;2012-12-02;1430.79;43121202808708003203550010002260341472138938-old.xml
NF 74106;2012-12-04;139.71;43121202808708002908550010000741061555317099-old.xml
NF 74106;2012-12-04;276.60;43121202808708002908550010000741061555317099-old.xml
NF 74106;2012-12-04;149.92;43121202808708002908550010000741061555317099-old.xml
NF 74299;2012-12-07;446.76;43121202808708002908550010000742991514164144-old.xml
NF 74299;2012-12-07;125.09;43121202808708002908550010000742991514164144-old.xml
NF 228863;2012-12-20;286.25;43121202808708003203550010002288631442324606-old.xml
NF 228863;2012-12-20;3391.56;43121202808708003203550010002288631442324606-old.xml
NF 74986;2012-12-18;81.85;43121202808708002908550010000749861530383416-nfe.xml
NF 74986;2012-12-18;298.34;43121202808708002908550010000749861530383416-nfe.xml
NF 74986;2012-12-18;39.69;43121202808708002908550010000749861530383416-nfe.xml
NF 227696;2012-12-13;265.95;43121202808708003203550010002276961482266777-old.xml
NF 227696;2012-12-13;806.81;43121202808708003203550010002276961482266777-old.xml
NF 227696;2012-12-13;524.06;43121202808708003203550010002276961482266777-old.xml
NF 229412;2012-12-23;865.18;43121202808708003203550010002294121506311651-old.xml
NF 229412;2012-12-23;278.44;43121202808708003203550010002294121506311651-old.xml
NF 227140;2012-12-10;815.40;43121202808708003203550010002271401543288870-old.xml
NF 227140;2012-12-10;35.21;43121202808708003203550010002271401543288870-old.xml
NF 227140;2012-12-10;38.98;43121202808708003203550010002271401543288870-old.xml
NF 227040;2012-12-09;91.95;43121202808708003203550010002270401418155821-nfe.xml
NF 228862;2012-12-20;723.01;43121202808708003203550010002288621432204279-old.xml
NF 226050;2012-12-02;258.13;43121202808708003203550010002260501477165953-nfe.xml
NF 226050;2012-12-02;657.05;43121202808708003203550010002260501477165953-nfe.xml
NF 230492;2012-12-30;527.99;43121202808708003203550010002304921348156212-nfe.xml
NF 229878;2012-12-27;324.61;43121202808708003203550010002298781503212826-old.xml
NF 229878;2012-12-27;265.27;43121202808708003203550010002298781503212826-old.xml
NF 229878;2012-12-27;139.83;43121202808708003203550010002298781503212826-old.xml
NF 230263;2012-12-29;391.10;43121202808708003203550010002302631398119016-nfe.xml
NF 230263;2012-12-29;136.05;43121202808708003203550010002302631398119016-nfe.xml
NF 230263;2012-12-29;128.06;43121202808708003203550010002302631398119016-nfe.xml
NF 74897;2012-12-17;141.12;43121202808708002908550010000748971435327316-old.xml
NF 74897;2012-12-17;446.76;43121202808708002908550010000748971435327316-old.xml
NF 75599;2012-12-29;210.27;43121202808708002908550010000755991385214800-old.xml
NF 75599;2012-12-29;17.57;43121202808708002908550010000755991385214800-old.xml
NF 75599;2012-12-29;248.77;43121202808708002908550010000755991385214800-old.xml
NF 229711;2012-12-26;915.17;43121202808708003203550010002297111382319566-old.xml
NF 210765;2012-08-21;467.15;43120802808708003203550010002107652372213262-old.xml
NF 210765;2012-08-21;342.23;43120802808708003203550010002107652372213262-old.xml
NF 211341;2012-08-24;298.24;43120802808708003203550010002113411441109760-old.xml
NF 211337;2012-08-24;207.80;43120802808708003203550010002113371382261405-old.xml
NF 209896;2012-08-15;668.20;43120802808708003203550010002098961466311838-old.xml
NF 209896;2012-08-15;299.36;43120802808708003203550010002098961466311838-old.xml
NF 208877;2012-08-07;671.67;43120802808708003203550010002088771433113867-old.xml
NF 208877;2012-08-07;125.88;43120802808708003203550010002088771433113867-old.xml
NF 208877;2012-08-07;264.12;43120802808708003203550010002088771433113867-old.xml
NF 212059;2012-08-29;842.51;43120802808708003203550010002120591342333621-old.xml
NF 211740;2012-08-27;396.93;43120802808708003203550010002117401365190683-old.xml
NF 68627;2012-08-28;76.64;43120802808708002908550010000686271398142603-old.xml
NF 211257;2012-08-23;126.33;43120802808708003203550010002112571518423611-nfe.xml
NF 211763;2012-08-27;177.22;43120802808708003203550010002117631463187487-old.xml
NF 211763;2012-08-27;357.34;43120802808708003203550010002117631463187487-old.xml
NF 210067;2012-08-16;237.06;43120802808708003203550010002100671321202822-nfe.xml
NF 210067;2012-08-16;474.12;43120802808708003203550010002100671321202822-nfe.xml
NF 68628;2012-08-28;144.50;43120802808708002908550010000686281408340256-nfe.xml
NF 68628;2012-08-28;114.35;43120802808708002908550010000686281408340256-nfe.xml
NF 68628;2012-08-28;67.40;43120802808708002908550010000686281408340256-nfe.xml
NF 209579;2012-08-13;348.62;43120802808708003203550010002095791507244962-old.xml
NF 209579;2012-08-13;230.09;43120802808708003203550010002095791507244962-old.xml
NF 209579;2012-08-13;230.41;43120802808708003203550010002095791507244962-old.xml
NF 209577;2012-08-13;180.12;43120802808708003203550010002095771355296944-old.xml
NF 209577;2012-08-13;172.24;43120802808708003203550010002095771355296944-old.xml
NF 209577;2012-08-13;249.44;43120802808708003203550010002095771355296944-old.xml
NF 67595;2012-08-11;181.60;43120802808708002908550010000675951463129297-nfe.xml
NF 67595;2012-08-11;177.74;43120802808708002908550010000675951463129297-nfe.xml
NF 209177;2012-08-09;61.01;43120802808708003203550010002091771540356131-old.xml
NF 209177;2012-08-09;121.86;43120802808708003203550010002091771540356131-old.xml
NF 209177;2012-08-09;504.13;43120802808708003203550010002091771540356131-old.xml
NF 211919;2012-08-28;641.46;43120802808708003203550010002119191481204471-old.xml
NF 211919;2012-08-28;377.39;43120802808708003203550010002119191481204471-old.xml
NF 209860;2012-08-15;323.87;43120802808708003203550010002098601388123053-old.xml
NF 209860;2012-08-15;120.13;43120802808708003203550010002098601388123053-old.xml
NF 209860;2012-08-15;264.12;43120802808708003203550010002098601388123053-old.xml
NF 210329;2012-08-17;371.12;43120802808708003203550010002103291507237486-nfe.xml
NF 209482;2012-08-11;354.43;43120802808708003203550010002094821552417102-old.xml
NF 209482;2012-08-11;119.11;43120802808708003203550010002094821552417102-old.xml
NF 209482;2012-08-11;371.12;43120802808708003203550010002094821552417102-old.xml
NF 209330;2012-08-10;352.11;43120802808708003203550010002093301408154580-old.xml
NF 209330;2012-08-10;357.34;43120802808708003203550010002093301408154580-old.xml
NF 211730;2012-08-27;352.11;43120802808708003203550010002117301346184430-nfe.xml
NF 211730;2012-08-27;269.89;43120802808708003203550010002117301346184430-nfe.xml
NF 211730;2012-08-27;300.47;43120802808708003203550010002117301346184430-nfe.xml
NF 208684;2012-08-04;352.11;43120802808708003203550010002086841277313012-nfe.xml
NF 208684;2012-08-04;473.55;43120802808708003203550010002086841277313012-nfe.xml
NF 210945;2012-08-22;590.59;43120802808708003203550010002109451442250323-nfe.xml
NF 210945;2012-08-22;264.12;43120802808708003203550010002109451442250323-nfe.xml
NF 211340;2012-08-24;61.01;43120802808708003203550010002113401431318873-old.xml
NF 211340;2012-08-24;243.72;43120802808708003203550010002113401431318873-old.xml
NF 210065;2012-08-16;526.42;43120802808708003203550010002100651414192288-nfe.xml
NF 210065;2012-08-16;302.98;43120802808708003203550010002100651414192288-nfe.xml
NF 211741;2012-08-27;228.96;43120802808708003203550010002117411395366892-nfe.xml
NF 211741;2012-08-27;296.33;43120802808708003203550010002117411395366892-nfe.xml
NF 211741;2012-08-27;377.39;43120802808708003203550010002117411395366892-nfe.xml
NF 211495;2012-08-25;492.80;43120802808708003203550010002114951483104630-nfe.xml
NF 68453;2012-08-25;6.66;43120802808708002908550010000684531560172893-old.xml
NF 68453;2012-08-25;7.30;43120802808708002908550010000684531560172893-old.xml
NF 68453;2012-08-25;9.54;43120802808708002908550010000684531560172893-old.xml
NF 212284;2012-08-30;352.11;43120802808708003203550010002122841406345637-old.xml
NF 212284;2012-08-30;20.71;43120802808708003203550010002122841406345637-old.xml
NF 212284;2012-08-30;72.55;43120802808708003203550010002122841406345637-old.xml
NF 212286;2012-08-30;15.44;43120802808708003203550010002122861029310659-old.xml
NF 212286;2012-08-30;15.17;43120802808708003203550010002122861029310659-old.xml
NF 212286;2012-08-30;14.63;43120802808708003203550010002122861029310659-old.xml
NF 211115;2012-08-23;94.23;43120802808708003203550010002111151551202291-old.xml
NF 209703;2012-08-14;177.80;43120802808708003203550010002097031515229813-nfe.xml
NF 210951;2012-08-22;292.84;43120802808708003203550010002109511463168089-nfe.xml
NF 210951;2012-08-22;537.46;43120802808708003203550010002109511463168089-nfe.xml
NF 209698;2012-08-14;463.66;43120802808708003203550010002096981420239453-nfe.xml
NF 209698;2012-08-14;182.52;43120802808708003203550010002096981420239453-nfe.xml
NF 209698;2012-08-14;253.49;43120802808708003203550010002096981420239453-nfe.xml
NF 67468;2012-08-09;129.57;43120802808708002908550010000674681456136183-old.xml
NF 67468;2012-08-09;110.66;43120802808708002908550010000674681456136183-old.xml
NF 210402;2012-08-18;399.83;43120802808708003203550010002104021441346292-nfe.xml
NF 210402;2012-08-18;427.10;43120802808708003203550010002104021441346292-nfe.xml
NF 208565;2012-08-03;399.83;43120802808708003203550010002085651400399039-nfe.xml
NF 208565;2012-08-03;427.10;43120802808708003203550010002085651400399039-nfe.xml
NF 211517;2012-08-25;531.65;43120802808708003203550010002115171297408888-nfe.xml
NF 211517;2012-08-25;120.13;43120802808708003203550010002115171297408888-nfe.xml
NF 211517;2012-08-25;504.13;43120802808708003203550010002115171297408888-nfe.xml
NF 210764;2012-08-21;354.43;43120802808708003203550010002107642399379750-nfe.xml
NF 210764;2012-08-21;428.65;43120802808708003203550010002107642399379750-nfe.xml
NF 211494;2012-08-25;354.43;43120802808708003203550010002114941443131389-nfe.xml
NF 67397;2012-08-08;12.70;43120802808708002908550010000673971522217120-old.xml
NF 67397;2012-08-08;129.57;43120802808708002908550010000673971522217120-old.xml
NF 67397;2012-08-08;109.26;43120802808708002908550010000673971522217120-old.xml
NF 211737;2012-08-27;35.98;43120802808708003203550010002117371487208883-old.xml
NF 210944;2012-08-22;57.95;43120802808708003203550010002109441432107113-old.xml
NF 68230;2012-08-22;45.31;43120802808708002908550010000682301511336017-old.xml
NF 68230;2012-08-22;195.38;43120802808708002908550010000682301511336017-old.xml
NF 68230;2012-08-22;8.85;43120802808708002908550010000682301511336017-old.xml
NF 209704;2012-08-14;302.14;43120802808708003203550010002097041565205583-old.xml
NF 209704;2012-08-14;188.60;43120802808708003203550010002097041565205583-old.xml
NF 209704;2012-08-14;186.17;43120802808708003203550010002097041565205583-old.xml
NF 210417;2012-08-18;589.76;43120802808708003203550010002104171369416938-nfe.xml
NF 210417;2012-08-18;238.23;43120802808708003203550010002104171369416938-nfe.xml
NF 208452;2012-08-02;235.32;43120802808708003203550010002084521399329180-nfe.xml
NF 208452;2012-08-02;357.34;43120802808708003203550010002084521399329180-nfe.xml
NF 208452;2012-08-02;228.71;43120802808708003203550010002084521399329180-nfe.xml
NF 208348;2012-08-01;399.83;43120802808708003203550010002083481503138171-nfe.xml
NF 208348;2012-08-01;427.10;43120802808708003203550010002083481503138171-nfe.xml
NF 210949;2012-08-22;71.21;43120802808708003203550010002109491507328690-nfe.xml
NF 67396;2012-08-08;13.23;43120802808708002908550010000673961512355190-old.xml
NF 67396;2012-08-08;17.71;43120802808708002908550010000673961512355190-old.xml
NF 68452;2012-08-25;7.66;43120802808708002908550010000684521540337482-nfe.xml
NF 68452;2012-08-25;19.57;43120802808708002908550010000684521540337482-nfe.xml
NF 68452;2012-08-25;16.52;43120802808708002908550010000684521540337482-nfe.xml
NF 210947;2012-08-22;128.17;43120802808708003203550010002109471477154716-nfe.xml
NF 208572;2012-08-03;89.96;43120802808708003203550010002085721391418263-old.xml
NF 67333;2012-08-07;7.66;43120802808708002908550010000673331483200783-nfe.xml
NF 211906;2012-08-28;57.43;43120802808708003203550010002119061377310238-nfe.xml
NF 211257;2012-08-23;126.33;43120802808708003203550010002112571518423611-old.xml
NF 210067;2012-08-16;237.06;43120802808708003203550010002100671321202822-old.xml
NF 210067;2012-08-16;474.12;43120802808708003203550010002100671321202822-old.xml
NF 68628;2012-08-28;144.50;43120802808708002908550010000686281408340256-old.xml
NF 68628;2012-08-28;114.35;43120802808708002908550010000686281408340256-old.xml
NF 68628;2012-08-28;67.40;43120802808708002908550010000686281408340256-old.xml
NF 68055;2012-08-20;13.75;43120802808708002908550010000680551454313325-nfe.xml
NF 68055;2012-08-20;27.46;43120802808708002908550010000680551454313325-nfe.xml
NF 210058;2012-08-16;66.70;43120802808708003203550010002100581389358608-nfe.xml
NF 210058;2012-08-16;30.34;43120802808708003203550010002100581389358608-nfe.xml
NF 210058;2012-08-16;28.74;43120802808708003203550010002100581389358608-nfe.xml
NF 67595;2012-08-11;181.60;43120802808708002908550010000675951463129297-old.xml
NF 67595;2012-08-11;177.74;43120802808708002908550010000675951463129297-old.xml
NF 68056;2012-08-20;176.18;43120802808708002908550010000680561474320898-nfe.xml
NF 68056;2012-08-20;64.45;43120802808708002908550010000680561474320898-nfe.xml
